Year,Month,Day,HourOfDay,DNI,DHI,GHI,Windfarm1,Price [SEK/MWh]
2019,1,10,7,0,0,0,0,724
2019,1,10,8,0,3.8,3.8,0,810
2019,1,10,9,0,20.1,20.1,0,809
2019,1,10,10,0,35.3,35.3,0,803
2019,1,10,11,0,47.2,47.2,46.558,791
2019,1,10,12,0.4,50.1,50.1,253.569,712
2019,1,10,13,0,33.3,33.3,416.849,650
2019,1,10,14,0,15.7,15.7,367.238,612
2019,1,10,15,0,0,0,1730.45,603
2019,1,10,16,0,0,0,3035.794,609
2019,1,10,17,0,0,0,3913.532,605
2019,1,10,18,0,0,0,3909.915,576
2019,1,10,19,0,0,0,4938.374,554
2019,1,10,20,0,0,0,5364.73,539
2019,1,10,21,0,0,0,5316.6,531
2019,1,10,22,0,0,0,4857.331,511
2019,1,10,23,0,0,0,3127.204,491
2019,1,11,0,0,0,0,2670.208,489
2019,1,11,1,0,0,0,3327.674,476
2019,1,11,2,0,0,0,3720.246,468
2019,1,11,3,0,0,0,2342.781,448
2019,1,11,4,0,0,0,630.903,473
2019,1,11,5,0,0,0,242.025,488
2019,1,11,6,0,0,0,524.377,512
2019,1,11,7,0,0,0,1205.2,542
2019,1,11,8,0,2.8,2.8,801.949,555
2019,1,11,9,294.9,27.3,58.6,1684.126,549
2019,1,11,10,160,58.9,85.5,1108.986,548
2019,1,11,11,663.4,28.1,156.3,813.294,545
2019,1,11,12,4.5,53.7,54.5,1084.254,531
2019,1,11,13,8.7,43.8,45.1,1269.483,519
2019,1,11,14,0,13.7,13.7,1209.107,504
2019,1,11,15,0,0,0,1132.347,502
2019,1,11,16,0,0,0,631.508,507
2019,1,11,17,0,0,0,296.775,527
2019,1,11,18,0,0,0,55.356,516
2019,1,11,19,0,0,0,0,508
2019,1,11,20,0,0,0,46.086,500
2019,1,11,21,0,0,0,7.172,494
2019,1,11,22,0,0,0,280.022,486
2019,1,11,23,0,0,0,631.354,460
2019,1,12,0,0,0,0,175.9,483
2019,1,12,1,0,0,0,15.285,469
2019,1,12,2,0,0,0,0,456
2019,1,12,3,0,0,0,312.182,438
2019,1,12,4,0,0,0,351.123,429
2019,1,12,5,0,0,0,274.858,429
2019,1,12,6,0,0,0,1210.673,450
2019,1,12,7,0,0,0,2271.818,474
2019,1,12,8,0,4.7,4.7,1729.824,491
2019,1,12,9,0.3,28.5,28.5,2433.009,510
2019,1,12,10,0.3,44,44,3278.948,514
2019,1,12,11,0,42.5,42.5,1840.584,514
2019,1,12,12,0,42.6,42.6,1543.132,514
2019,1,12,13,0,31,31,3248.707,510
2019,1,12,14,0,14.6,14.6,3054.998,512
2019,1,12,15,0,0,0,1332.278,519
2019,1,12,16,0,0,0,615.057,528
2019,1,12,17,0,0,0,224.264,541
2019,1,12,18,0,0,0,193.847,535
2019,1,12,19,0,0,0,201.596,524
2019,1,12,20,0,0,0,295.667,511
2019,1,12,21,0,0,0,22.047,503
2019,1,12,22,0,0,0,68.092,493
2019,1,12,23,0,0,0,219.07,483
2019,1,13,0,0,0,0,429.425,503
2019,1,13,1,0,0,0,628.903,494
2019,1,13,2,0,0,0,417.63,493
2019,1,13,3,0,0,0,628.266,493
2019,1,13,4,0,0,0,1010.795,487
2019,1,13,5,0,0,0,564.976,485
2019,1,13,6,0,0,0,839.616,486
2019,1,13,7,0,0,0,2273.386,487
2019,1,13,8,0,3.3,3.3,5582.183,492
2019,1,13,9,0,20.6,20.6,4740.608,500
2019,1,13,10,5,49.7,50.6,4609.257,507
2019,1,13,11,20.8,67.3,71.4,3783.057,511
2019,1,13,12,0.6,52.7,52.8,4028.533,511
2019,1,13,13,0,31,31,3794.464,506
2019,1,13,14,0,16.2,16.2,5268.958,500
2019,1,13,15,0,0,0,5537.746,505
2019,1,13,16,0,0,0,3101.265,515
2019,1,13,17,0,0,0,4088.339,516
2019,1,13,18,0,0,0,4090.412,508
2019,1,13,19,0,0,0,2663.966,499
2019,1,13,20,0,0,0,4641.248,485
2019,1,13,21,0,0,0,5282.561,470
2019,1,13,22,0,0,0,4359.636,447
2019,1,13,23,0,0,0,4713.698,402
2019,1,14,0,0,0,0,2276.496,284
2019,1,14,1,0,0,0,1892.882,212
2019,1,14,2,0,0,0,2848.007,169
2019,1,14,3,0,0,0,1528.06,233
2019,1,14,4,0,0,0,3077.392,363
2019,1,14,5,0,0,0,2139.46,458
2019,1,14,6,0,0,0,2760.642,493
2019,1,14,7,0,0,0,2064.404,525
2019,1,14,8,178.9,8.8,13.7,2385.602,530
2019,1,14,9,521.2,25.3,84.2,1199.362,520
2019,1,14,10,651.8,31.1,144.1,3540.402,519
2019,1,14,11,689.3,32.8,171.7,4355.168,516
2019,1,14,12,314.5,58.5,120.5,5857.96,512
2019,1,14,13,583.5,31.8,122.9,5900.014,512
2019,1,14,14,415.2,21.4,57,5429.801,513
2019,1,14,15,0,0,0,5410.19,515
2019,1,14,16,0,0,0,5763.329,522
2019,1,14,17,0,0,0,5853.9,526
2019,1,14,18,0,0,0,5849.775,522
2019,1,14,19,0,0,0,5759.401,518
2019,1,14,20,0,0,0,5685.418,509
2019,1,14,21,0,0,0,5585.529,472
2019,1,14,22,0,0,0,5083.526,455
2019,1,14,23,0,0,0,4672.076,406
2019,1,15,0,0,0,0,4073.973,386
2019,1,15,1,0,0,0,3598.286,376
2019,1,15,2,0,0,0,1689.336,379
2019,1,15,3,0,0,0,814.21,416
2019,1,15,4,0,0,0,803.714,454
2019,1,15,5,0,0,0,722.325,496
2019,1,15,6,0,0,0,569.762,521
2019,1,15,7,0,0,0,562.283,550
2019,1,15,8,0,4.9,4.9,90.434,584
2019,1,15,9,0.3,31,31,0,598
2019,1,15,10,7.6,52.6,54,0,579
2019,1,15,11,0,54.9,54.9,248.783,563
2019,1,15,12,1.5,55.2,55.5,654.672,552
2019,1,15,13,0,34.7,34.7,1486.404,546
2019,1,15,14,20.8,28.6,30.4,1612.587,539
2019,1,15,15,0,0,0,5924.677,539
2019,1,15,16,0,0,0,5506.539,552
2019,1,15,17,0,0,0,5452.889,558
2019,1,15,18,0,0,0,5839.775,556
2019,1,15,19,0,0,0,5903.344,546
2019,1,15,20,0,0,0,5927.931,538
2019,1,15,21,0,0,0,5733.221,529
2019,1,15,22,0,0,0,4957.062,516
2019,1,15,23,0,0,0,4264.675,498
2019,1,16,0,0,0,0,3504.662,506
2019,1,16,1,0,0,0,2270.645,501
2019,1,16,2,0,0,0,1983.018,500
2019,1,16,3,0,0,0,1225.204,502
2019,1,16,4,0,0,0,554.722,502
2019,1,16,5,0,0,0,398.24,522
2019,1,16,6,0,0,0,1553.545,540
2019,1,16,7,0,0,0,1437.831,580
2019,1,16,8,0,4.2,4.2,2670.712,608
2019,1,16,9,0,29.5,29.5,5497.54,577
2019,1,16,10,0,46.5,46.5,5935.87,568
2019,1,16,11,1.5,57.9,58.3,5937.052,562
2019,1,16,12,0.7,55.4,55.6,5937.535,554
2019,1,16,13,0.5,44.5,44.5,5937.673,544
2019,1,16,14,0,17.2,17.2,5937.806,548
2019,1,16,15,0,0.5,0.5,5937.343,549
2019,1,16,16,0,0,0,5933.234,561
2019,1,16,17,0,0,0,5930.136,552
2019,1,16,18,0,0,0,5937.891,539
2019,1,16,19,0,0,0,5938.39,533
2019,1,16,20,0,0,0,5938.286,525
2019,1,16,21,0,0,0,5938.431,512
2019,1,16,22,0,0,0,5938.806,475
2019,1,16,23,0,0,0,5925.42,442
2019,1,17,0,0,0,0,5927.503,473
2019,1,17,1,0,0,0,5898.469,450
2019,1,17,2,0,0,0,5868.629,449
2019,1,17,3,0,0,0,5629.676,451
2019,1,17,4,0,0,0,5534.303,493
2019,1,17,5,0,0,0,3689.652,514
2019,1,17,6,0,0,0,1038.188,539
2019,1,17,7,0,0,0,644.504,552
2019,1,17,8,0,4.9,4.9,2064.279,556
2019,1,17,9,0,25.2,25.2,1279.757,560
2019,1,17,10,7,53.7,54.9,1464.467,560
2019,1,17,11,111.3,80.7,104.4,742.8,558
2019,1,17,12,531.1,36.1,145.4,1344.434,557
2019,1,17,13,0,39.9,39.9,1555.545,557
2019,1,17,14,0,20.4,20.4,2416.567,562
2019,1,17,15,0,0.9,0.9,3211.403,572
2019,1,17,16,0,0,0,2654.148,587
2019,1,17,17,0,0,0,3638.407,600
2019,1,17,18,0,0,0,3062.982,563
2019,1,17,19,0,0,0,2621.082,551
2019,1,17,20,0,0,0,2720.136,542
2019,1,17,21,0,0,0,1458.726,539
2019,1,17,22,0,0,0,1184.872,523
2019,1,17,23,0,0,0,442.565,512
2019,1,18,0,0,0,0,363.441,526
2019,1,18,1,0,0,0,325.254,519
2019,1,18,2,0,0,0,274.704,515
2019,1,18,3,0,0,0,995.082,515
2019,1,18,4,0,0,0,3449.98,520
2019,1,18,5,0,0,0,2309.276,545
2019,1,18,6,0,0,0,1498.178,575
2019,1,18,7,0,0,0,529.559,727
2019,1,18,8,112.6,10.7,14.8,332.854,771
2019,1,18,9,581.4,14.5,86.4,1.532,761
2019,1,18,10,152.3,66.7,94.9,0,725
2019,1,18,11,734.6,26.3,183.6,115.322,709
2019,1,18,12,733.2,25.7,178.9,1184.952,691
2019,1,18,13,671.3,25,139.2,2825.642,649
2019,1,18,14,508.9,19.7,70.6,2868.554,620
2019,1,18,15,100.2,2.6,3.6,2353.051,610
2019,1,18,16,0,0,0,3283.246,686
2019,1,18,17,0,0,0,3020.096,753
2019,1,18,18,0,0,0,987.11,757
2019,1,18,19,0,0,0,863.864,621
2019,1,18,20,0,0,0,698.851,596
2019,1,18,21,0,0,0,290.646,579
2019,1,18,22,0,0,0,242.267,569
2019,1,18,23,0,0,0,605.324,546
2019,1,19,0,0,0,0,765.008,551
2019,1,19,1,0,0,0,1599.418,545
2019,1,19,2,0,0,0,1621.611,547
2019,1,19,3,0,0,0,881.202,537
2019,1,19,4,0,0,0,1880.396,535
2019,1,19,5,0,0,0,3617.527,533
2019,1,19,6,0,0,0,3425.475,530
2019,1,19,7,0,0,0,1911.414,540
2019,1,19,8,217.5,10.3,18.9,2625.602,560
2019,1,19,9,266,35.2,69.1,2160.427,580
2019,1,19,10,0,42.4,42.4,2189.59,604
2019,1,19,11,12,68.3,70.9,1954.81,584
2019,1,19,12,505.4,49,156.9,2846.669,566
2019,1,19,13,473.8,42.6,125,3093.825,557
2019,1,19,14,308.7,31.6,63.6,3496.627,552
2019,1,19,15,34.8,4.1,4.5,4506.946,568
2019,1,19,16,0,0,0,3839.488,610
2019,1,19,17,0,0,0,3785.04,655
2019,1,19,18,0,0,0,3273.024,625
2019,1,19,19,0,0,0,3568.009,584
2019,1,19,20,0,0,0,4267.146,559
2019,1,19,21,0,0,0,4800.124,549
2019,1,19,22,0,0,0,4344.674,541
2019,1,19,23,0,0,0,4664.686,520
2019,1,20,0,0,0,0,4479.403,522
2019,1,20,1,0,0,0,4512.465,509
2019,1,20,2,0,0,0,4677.906,512
2019,1,20,3,0,0,0,4025.141,513
2019,1,20,4,0,0,0,3237.687,521
2019,1,20,5,0,0,0,2659.289,523
2019,1,20,6,0,0,0,2207.016,522
2019,1,20,7,0,0,0,735.171,531
2019,1,20,8,59.8,14.8,17.3,37.231,534
2019,1,20,9,420.5,32.4,86.9,88.741,550
2019,1,20,10,292,61.1,117.6,177.428,558
2019,1,20,11,14.9,68.1,71,41.482,560
2019,1,20,12,293.9,71.5,134.8,0,555
2019,1,20,13,404.1,42.6,114.4,0,550
2019,1,20,14,437.6,19.1,66.1,0,553
2019,1,20,15,0,3.7,3.7,0,567
2019,1,20,16,0,0,0,0,594
2019,1,20,17,0,0,0,0,667
2019,1,20,18,0,0,0,0,694
2019,1,20,19,0,0,0,0,652
2019,1,20,20,0,0,0,0,613
2019,1,20,21,0,0,0,1.524,588
2019,1,20,22,0,0,0,212.204,584
2019,1,20,23,0,0,0,231.808,559
2019,1,21,0,0,0,0,528.962,563
2019,1,21,1,0,0,0,1245.893,544
2019,1,21,2,0,0,0,2293.329,533
2019,1,21,3,0,0,0,2566.449,531
2019,1,21,4,0,0,0,3426.837,540
2019,1,21,5,0,0,0,5072.119,564
2019,1,21,6,0,0,0,5147.134,669
2019,1,21,7,0,0,0,3915.346,796
2019,1,21,8,0,7,7,4922.907,880
2019,1,21,9,0,33.2,33.2,4188.313,860
2019,1,21,10,7.1,58.8,60.3,2459.904,802
2019,1,21,11,0,58,58,2094.221,768
2019,1,21,12,40.3,81.7,90.4,539.051,724
2019,1,21,13,1.4,50.1,50.2,0,733
2019,1,21,14,0,21.6,21.6,0,720
2019,1,21,15,0,3,3,0,765
2019,1,21,16,0,0,0,0,831
2019,1,21,17,0,0,0,0,905
2019,1,21,18,0,0,0,0,905
2019,1,21,19,0,0,0,0,799
2019,1,21,20,0,0,0,161.03,705
2019,1,21,21,0,0,0,289.191,631
2019,1,21,22,0,0,0,177.001,593
2019,1,21,23,0,0,0,369.661,562
2019,1,22,0,0,0,0,309.996,560
2019,1,22,1,0,0,0,475.744,554
2019,1,22,2,0,0,0,713.349,548
2019,1,22,3,0,0,0,738.509,538
2019,1,22,4,0,0,0,570.431,548
2019,1,22,5,0,0,0,261.749,565
2019,1,22,6,0,0,0,550.448,639
2019,1,22,7,0,0,0,389.128,757
2019,1,22,8,0,9.4,9.4,230.542,822
2019,1,22,9,8.1,40.8,41.8,111.904,785
2019,1,22,10,12,62.8,65.2,292.949,760
2019,1,22,11,6.5,68.6,70.1,292.417,718
2019,1,22,12,41,80,88.6,248.77,636
2019,1,22,13,0,41.4,41.4,211.377,603
2019,1,22,14,0,24.2,24.2,261.79,612
2019,1,22,15,0,3.7,3.7,405.155,667
2019,1,22,16,0,0,0,712.221,719
2019,1,22,17,0,0,0,734.454,808
2019,1,22,18,0,0,0,1118.706,760
2019,1,22,19,0,0,0,1192.194,616
2019,1,22,20,0,0,0,1294.292,583
2019,1,22,21,0,0,0,1182.909,567
2019,1,22,22,0,0,0,1077.947,566
2019,1,22,23,0,0,0,1555.518,546
2019,1,23,0,0,0,0,1685.65,545
2019,1,23,1,0,0,0,2197.992,539
2019,1,23,2,0,0,0,1985.385,534
2019,1,23,3,0,0,0,1543.881,525
2019,1,23,4,0,0,0,1612.332,534
2019,1,23,5,0,0,0,1746.804,571
2019,1,23,6,0,0,0,2436.315,640
2019,1,23,7,0,0,0,1257.62,815
2019,1,23,8,59.5,19.7,22.7,1770.576,906
2019,1,23,9,62.3,55.7,64.4,1852.421,862
2019,1,23,10,299.9,74.1,135,1907.966,875
2019,1,23,11,479.6,74.7,186.3,1294.884,843
2019,1,23,12,478.5,73.8,183,858.231,784
2019,1,23,13,421.1,64.8,144.5,1132.646,728
2019,1,23,14,283.7,45.3,79.2,1159.155,706
2019,1,23,15,29.5,10,10.8,940.513,765
2019,1,23,16,0,0,0,1241.046,843
2019,1,23,17,0,0,0,1374.44,900
2019,1,23,18,0,0,0,1412.705,872
2019,1,23,19,0,0,0,1012.346,638
2019,1,23,20,0,0,0,944.307,595
2019,1,23,21,0,0,0,842.111,590
2019,1,23,22,0,0,0,907.184,583
2019,1,23,23,0,0,0,683.174,563
2019,1,24,0,0,0,0,874.037,574
2019,1,24,1,0,0,0,958.757,572
2019,1,24,2,0,0,0,978.973,570
2019,1,24,3,0,0,0,1140.221,567
2019,1,24,4,0,0,0,698.149,572
2019,1,24,5,0,0,0,1280.846,616
2019,1,24,6,0,0,0,1464.443,779
2019,1,24,7,0,0,0,1429.401,992
2019,1,24,8,0,9.8,9.8,1462.423,1122
2019,1,24,9,14.4,45.4,47.4,1194.951,1104
2019,1,24,10,0,48.2,48.2,1096.587,1005
2019,1,24,11,15.9,78.3,82.1,1696.247,1029
2019,1,24,12,25.7,82,87.9,1025.875,976
2019,1,24,13,0,50.4,50.4,630.742,919
2019,1,24,14,0,28.5,28.5,780.696,899
2019,1,24,15,0,4.7,4.7,865.021,905
2019,1,24,16,0,0,0,815.811,974
2019,1,24,17,0,0,0,332.031,1095
2019,1,24,18,0,0,0,462.192,1028
2019,1,24,19,0,0,0,494.643,752
2019,1,24,20,0,0,0,1125.775,619
2019,1,24,21,0,0,0,606.235,612
2019,1,24,22,0,0,0,273.35,599
2019,1,24,23,0,0,0,329.508,586
2019,1,25,0,0,0,0,482.123,589
2019,1,25,1,0,0,0,909.909,581
2019,1,25,2,0,0,0,892.568,575
2019,1,25,3,0,0,0,794.812,570
2019,1,25,4,0,0,0,443.77,568
2019,1,25,5,0,0,0,575.091,607
2019,1,25,6,0,0,0,471.776,714
2019,1,25,7,0,0,0,700.024,869
2019,1,25,8,0,9.6,9.6,329.176,966
2019,1,25,9,0,29.7,29.7,264.257,933
2019,1,25,10,0,47.2,47.2,224.655,853
2019,1,25,11,157.8,98.1,135.2,129.875,802
2019,1,25,12,533.9,67,193.3,175.11,710
2019,1,25,13,488.6,59.4,156,470.377,670
2019,1,25,14,0,24.9,24.9,489.541,644
2019,1,25,15,0,4.3,4.3,480.896,640
2019,1,25,16,0,0,0,692.859,669
2019,1,25,17,0,0,0,624.868,686
2019,1,25,18,0,0,0,638.387,653
2019,1,25,19,0,0,0,756.733,589
2019,1,25,20,0,0,0,970.547,570
2019,1,25,21,0,0,0,702.632,559
2019,1,25,22,0,0,0,654.555,551
2019,1,25,23,0,0,0,734.215,538
2019,1,26,0,0,0,0,1306.376,534
2019,1,26,1,0,0,0,1612.002,530
2019,1,26,2,0,0,0,1023.532,525
2019,1,26,3,0,0,0,896.185,524
2019,1,26,4,0,0,0,886.488,530
2019,1,26,5,0,0,0,925.006,536
2019,1,26,6,0,0,0,1202.496,540
2019,1,26,7,0,0,0,1383.242,549
