Year,Month,Day,HourOfDay,DNI,DHI,GHI,Windfarm1,Price [SEK/MWh]
2019,3,12,13,19.5,159.3,167.9,2856.277,478
2019,3,12,14,23.8,135.3,144.1,3652.036,475
2019,3,12,15,11.8,87.7,90.8,4374.712,472
2019,3,12,16,0,34.9,34.9,5813.027,470
2019,3,12,17,0,1.1,1.1,5876.681,473
2019,3,12,18,0,0,0,5922.048,476
2019,3,12,19,0,0,0,5908.045,475
2019,3,12,20,0,0,0,5930.847,464
2019,3,12,21,0,0,0,5933.782,460
2019,3,12,22,0,0,0,5931.128,438
2019,3,12,23,0,0,0,5930.234,399
2019,3,13,0,0,0,0,5925.472,392
2019,3,13,1,0,0,0,5812.773,374
2019,3,13,2,0,0,0,5258.43,371
2019,3,13,3,0,0,0,5531.84,375
2019,3,13,4,0,0,0,3774.779,405
2019,3,13,5,0,0,0,3033.258,426
2019,3,13,6,0,9.2,9.2,2241.179,446
2019,3,13,7,7,55.6,56.9,3418.241,462
2019,3,13,8,4.9,92.2,93.8,3720.31,469
2019,3,13,9,29.2,155.7,167.4,3901.186,467
2019,3,13,10,9.5,151.3,155.7,3931.124,463
2019,3,13,11,9.6,161.8,166.7,3911.653,460
2019,3,13,12,8.8,158.5,162.8,3926.076,456
2019,3,13,13,32,178.5,192.9,4583.416,454
2019,3,13,14,12.2,125.6,130.1,5895.965,454
2019,3,13,15,14.3,91.3,95.2,5823.164,454
2019,3,13,16,6.5,43.8,44.7,5824.691,456
2019,3,13,17,0,1.5,1.5,5895.583,465
2019,3,13,18,0,0,0,5828.304,469
2019,3,13,19,0,0,0,5820.313,465
2019,3,13,20,0,0,0,5420.524,448
2019,3,13,21,0,0,0,4924.999,436
2019,3,13,22,0,0,0,4114.708,414
2019,3,13,23,0,0,0,3232.882,399
2019,3,14,0,0,0,0,2620.437,371
2019,3,14,1,0,0,0,997.863,359
2019,3,14,2,0,0,0,300.32,363
2019,3,14,3,0,0,0,479.288,369
2019,3,14,4,0,0,0,3354.596,396
2019,3,14,5,0,0,0,3075.183,432
2019,3,14,6,258.5,18.3,33.9,1386.226,441
2019,3,14,7,0,42.7,42.7,185.658,463
2019,3,14,8,0,76.1,76.2,844.475,475
2019,3,14,9,3,118.4,119.6,704.519,471
2019,3,14,10,21,176.7,186.7,1631.904,466
2019,3,14,11,9.8,165,169.9,2724.121,460
2019,3,14,12,3.2,145.1,146.8,1924.022,458
2019,3,14,13,9,145.4,149.6,2932.707,454
2019,3,14,14,1,105.2,105.6,2592.124,453
2019,3,14,15,1.5,77.1,77.5,2150.56,452
2019,3,14,16,0,30,30,2400.378,453
2019,3,14,17,0,2,2,3045.08,461
2019,3,14,18,0,0,0,1888.847,467
2019,3,14,19,0,0,0,1600.454,460
2019,3,14,20,0,0,0,972.724,452
2019,3,14,21,0,0,0,749.788,443
2019,3,14,22,0,0,0,781.841,435
2019,3,14,23,0,0,0,565.088,426
2019,3,15,0,0,0,0,425.113,433
2019,3,15,1,0,0,0,189.016,425
2019,3,15,2,0,0,0,119.63,426
2019,3,15,3,0,0,0,60.713,431
2019,3,15,4,0,0,0,75.027,435
2019,3,15,5,0,0,0,253.638,444
2019,3,15,6,0,10.3,10.3,925.578,455
2019,3,15,7,0,45,45,1437.359,474
2019,3,15,8,8.8,101,103.8,707.697,476
2019,3,15,9,13,139.5,144.9,356.582,474
2019,3,15,10,14.3,164.6,171.4,486.163,471
2019,3,15,11,9.1,164.6,169.2,597.635,466
2019,3,15,12,12.1,168.8,175,549.679,463
2019,3,15,13,17.4,163.5,171.5,1316.468,459
2019,3,15,14,7.8,121.2,124.2,1239.953,455
2019,3,15,15,4.4,83.1,84.3,1763.133,453
2019,3,15,16,0,40.5,40.5,558.864,455
2019,3,15,17,0,3.1,3.1,454.536,457
2019,3,15,18,0,0,0,157.212,461
2019,3,15,19,0,0,0,117.009,453
2019,3,15,20,0,0,0,243.601,445
2019,3,15,21,0,0,0,484.586,438
2019,3,15,22,0,0,0,461.354,436
2019,3,15,23,0,0,0,411.607,429
2019,3,16,0,0,0,0,319.604,428
2019,3,16,1,0,0,0,1299.538,422
2019,3,16,2,0,0,0,3436.752,420
2019,3,16,3,0,0,0,2591.819,419
2019,3,16,4,0,0,0,2843.053,426
2019,3,16,5,0,0,0,2675.393,423
2019,3,16,6,156.9,25.8,37.3,2607.829,423
2019,3,16,7,0,53.9,53.9,2371.808,427
2019,3,16,8,6.5,99.8,101.9,2509.485,427
2019,3,16,9,21.8,154.1,163.2,1467.269,434
2019,3,16,10,17.3,172.1,180.4,2483.78,438
2019,3,16,11,14.7,178.5,186,1979.35,434
2019,3,16,12,72.7,228.6,265.5,2308.006,420
2019,3,16,13,9,150.3,154.5,2748.045,404
2019,3,16,14,11.4,129.9,134.4,2416.333,404
2019,3,16,15,0.7,79,79.2,1532.781,422
2019,3,16,16,0,41.8,41.8,1135.685,431
2019,3,16,17,0,3.2,3.2,1731.434,440
2019,3,16,18,0,0,0,2291.148,449
2019,3,16,19,0,0,0,3218.234,443
2019,3,16,20,0,0,0,2209.786,433
2019,3,16,21,0,0,0,2828.439,430
2019,3,16,22,0,0,0,4654.597,426
2019,3,16,23,0,0,0,5372.067,417
2019,3,17,0,0,0,0,4853.596,381
2019,3,17,1,0,0,0,4244.092,373
2019,3,17,2,0,0,0,5931.245,367
2019,3,17,3,0,0,0,5936.994,356
2019,3,17,4,0,0,0,5937.62,357
2019,3,17,5,0,0,0,5937.846,351
2019,3,17,6,0,13.8,13.8,5938.112,328
2019,3,17,7,0,52.1,52.1,5937.568,333
2019,3,17,8,18.5,116.6,122.7,5076.594,363
2019,3,17,9,0,112.8,112.8,4231.939,390
2019,3,17,10,780.8,92.4,476.8,5928.395,389
2019,3,17,11,712,117.2,491.6,5929.692,376
2019,3,17,12,217.6,235,346.4,5936.677,367
2019,3,17,13,642.3,125.4,428.6,5937.286,367
2019,3,17,14,652.1,102,360.6,5937.733,364
2019,3,17,15,6.2,89.9,91.7,5938.088,363
2019,3,17,16,2,47.3,47.7,5584.412,368
2019,3,17,17,0,3.7,3.7,5626.567,390
2019,3,17,18,0,0,0,5936.732,417
2019,3,17,19,0,0,0,5938.217,400
2019,3,17,20,0,0,0,5937.988,367
2019,3,17,21,0,0,0,5937.664,359
2019,3,17,22,0,0,0,5937.946,333
2019,3,17,23,0,0,0,5938.115,242
2019,3,18,0,0,0,0,5937.946,319
2019,3,18,1,0,0,0,5937.827,304
2019,3,18,2,0,0,0,5937.7,288
2019,3,18,3,0,0,0,5937.294,303
2019,3,18,4,0,0,0,5933.548,381
2019,3,18,5,0,0,0,5929.423,428
2019,3,18,6,0,13.5,13.5,5863.258,446
2019,3,18,7,0,48.4,48.4,4589.577,470
2019,3,18,8,44.2,135.6,150.6,3990.107,462
2019,3,18,9,22.7,158.4,168.1,4586.004,452
2019,3,18,10,242.4,218,338.3,4914.379,448
2019,3,18,11,458,182.1,423.8,4870.112,444
2019,3,18,12,785.2,89.7,499.3,5494.915,443
2019,3,18,13,798.1,76.8,458.6,5225.364,442
2019,3,18,14,777.9,64.3,376.8,5432.14,441
2019,3,18,15,644.4,64.9,256.3,5334.643,440
2019,3,18,16,492,43.1,127.4,4067.373,441
2019,3,18,17,12.4,11.7,12.1,2562.666,450
2019,3,18,18,0,0,0,803.848,467
2019,3,18,19,0,0,0,357.743,471
2019,3,18,20,0,0,0,1562.368,463
2019,3,18,21,0,0,0,1450.261,449
2019,3,18,22,0,0,0,1437.251,436
2019,3,18,23,0,0,0,1210.842,384
2019,3,19,0,0,0,0,1276.584,408
2019,3,19,1,0,0,0,1369.554,402
2019,3,19,2,0,0,0,1373.061,391
2019,3,19,3,0,0,0,1074.355,381
2019,3,19,4,0,0,0,1352.281,422
2019,3,19,5,0,0,0,1651.934,447
2019,3,19,6,406.2,25.3,62.4,279.478,475
2019,3,19,7,702.8,37.4,195.6,193.899,536
2019,3,19,8,795,51.5,325.3,554.021,569
2019,3,19,9,837.1,64.8,432.7,958.689,519
2019,3,19,10,856.7,73.8,506,1284.53,484
2019,3,19,11,862,79.9,540.5,2123.51,470
2019,3,19,12,860.6,80.1,534,1431.659,464
2019,3,19,13,845.7,74.1,483.4,3130.658,459
2019,3,19,14,814.2,63.3,394.8,3509.945,457
2019,3,19,15,684.3,64.7,271.4,3185.07,459
2019,3,19,16,559.8,41.9,140.7,1227.877,466
2019,3,19,17,179.1,14,21.5,411.8,512
2019,3,19,18,0,0,0,197.592,577
2019,3,19,19,0,0,0,72.218,620
2019,3,19,20,0,0,0,881.501,532
2019,3,19,21,0,0,0,1081.988,474
2019,3,19,22,0,0,0,1090.801,457
2019,3,19,23,0,0,0,712.612,440
2019,3,20,0,0,0,0,1068.693,427
2019,3,20,1,0,0,0,2121.287,407
2019,3,20,2,0,0,0,2711.846,366
2019,3,20,3,0,0,0,3176.704,359
2019,3,20,4,0,0,0,4758.006,397
2019,3,20,5,0,0,0,5293.685,429
2019,3,20,6,0,20.3,20.3,5563.442,445
2019,3,20,7,0,51.7,51.7,5582.485,461
2019,3,20,8,0,84.7,84.7,5373.193,458
2019,3,20,9,0,113.3,113.4,5917.137,448
2019,3,20,10,8.8,165.3,169.8,5747.278,440
2019,3,20,11,32,201.2,217.9,5795.432,434
2019,3,20,12,6.6,165.9,169.3,5739.838,429
2019,3,20,13,0,130.8,130.8,5720.674,428
2019,3,20,14,33.1,163.6,177.3,3436.703,429
2019,3,20,15,43.3,125.3,138.5,2295.877,432
2019,3,20,16,0,41.2,41.2,2947.098,440
2019,3,20,17,0,8,8,4249.24,456
2019,3,20,18,0,0,0,5247.422,470
2019,3,20,19,0,0,0,4539.862,458
2019,3,20,20,0,0,0,3281.564,451
2019,3,20,21,0,0,0,234.292,442
2019,3,20,22,0,0,0,494.561,431
2019,3,20,23,0,0,0,2504.875,413
2019,3,21,0,0,0,0,4570.337,385
2019,3,21,1,0,0,0,5658.304,361
2019,3,21,2,0,0,0,5151.074,349
2019,3,21,3,0,0,0,5844.47,344
2019,3,21,4,0,0,0,4761.357,360
2019,3,21,5,0,0,0,4183.023,409
2019,3,21,6,191.1,41.5,61.4,4813.111,428
2019,3,21,7,0,51.1,51.1,5440.297,445
2019,3,21,8,3,104.1,105.2,5815.749,451
2019,3,21,9,0,113.4,113.4,5910.888,430
2019,3,21,10,0,137.3,137.3,5812.592,418
2019,3,21,11,1.5,154.2,155,3553.067,411
2019,3,21,12,4.9,164.4,167,5158.191,409
2019,3,21,13,8.2,159.4,163.5,2769.657,406
2019,3,21,14,0,107.2,107.1,740.763,405
2019,3,21,15,0.2,82.3,82.4,636.947,405
2019,3,21,16,30.7,71.4,77.2,1575.37,415
2019,3,21,17,0,6.6,6.6,1543.776,429
2019,3,21,18,0,0,0,556.675,437
2019,3,21,19,0,0,0,1641.544,435
2019,3,21,20,0,0,0,4157.439,427
2019,3,21,21,0,0,0,2942.587,415
2019,3,21,22,0,0,0,2235.502,396
2019,3,21,23,0,0,0,1203.629,367
2019,3,22,0,0,0,0,193.464,372
2019,3,22,1,0,0,0,212.995,366
2019,3,22,2,0,0,0,154.587,373
2019,3,22,3,0,0,0,140.173,379
2019,3,22,4,0,0,0,599.408,398
2019,3,22,5,0,0,0,768.403,422
2019,3,22,6,0,20.5,20.5,538.752,448
2019,3,22,7,0,56.9,56.9,413.123,514
2019,3,22,8,0,92.5,92.5,577.778,496
2019,3,22,9,0,121.5,121.5,1032.543,460
2019,3,22,10,0,141.4,141.4,819.722,435
2019,3,22,11,0.1,149.9,150,751.468,423
2019,3,22,12,51.8,235.4,263.3,1734.518,418
2019,3,22,13,164,235,317.1,2033.85,410
2019,3,22,14,91.8,192.8,231.5,2820.392,403
2019,3,22,15,0,72.7,72.7,3247.829,401
2019,3,22,16,0,37.4,37.4,3906.911,408
2019,3,22,17,43.6,22.7,25.1,5381.232,429
2019,3,22,18,0,0,0,5537.516,436
2019,3,22,19,0,0,0,5110.266,425
2019,3,22,20,0,0,0,5153.896,411
2019,3,22,21,0,0,0,4769.869,399
2019,3,22,22,0,0,0,4048.245,378
2019,3,22,23,0,0,0,3689.578,356
2019,3,23,0,0,0,0,3866.104,363
2019,3,23,1,0,0,0,3487.651,346
2019,3,23,2,0,0,0,3741.228,315
2019,3,23,3,0,0,0,3715.411,319
2019,3,23,4,0,0,0,3338.431,332
2019,3,23,5,0,0,0,2448.645,345
2019,3,23,6,0,19.5,19.5,3932.994,354
2019,3,23,7,0,62.7,62.7,5670.013,382
2019,3,23,8,0,92.4,92.4,5875.281,392
2019,3,23,9,0,124.6,124.6,5345.868,391
2019,3,23,10,257.2,238.1,373.3,4886.49,361
2019,3,23,11,0.9,154.6,155.1,4996.604,334
2019,3,23,12,9.3,178,183.1,4151.811,312
2019,3,23,13,256.5,223.4,352.6,3168.81,304
2019,3,23,14,765.2,85.7,413.5,4484.452,295
2019,3,23,15,640.3,81.3,288,4647.764,309
2019,3,23,16,490.5,55.7,152.2,5413.368,328
2019,3,23,17,139.4,22,30.4,4721.367,382
2019,3,23,18,0,0,0,5484.898,405
2019,3,23,19,0,0,0,5066.663,400
2019,3,23,20,0,0,0,5874.068,383
2019,3,23,21,0,0,0,5113.032,353
2019,3,23,22,0,0,0,5723.481,326
2019,3,23,23,0,0,0,5913.355,316
2019,3,24,0,0,0,0,5333.816,329
2019,3,24,1,0,0,0,5134.833,314
2019,3,24,2,0,0,0,4785.968,327
2019,3,24,3,0,0,0,4464.331,336
2019,3,24,4,0,0,0,3610.829,345
2019,3,24,5,0,0,0,3431.619,349
2019,3,24,6,7,37.6,38.4,2243.235,350
2019,3,24,7,26.5,96.1,103.1,1796.309,365
2019,3,24,8,18.6,135.5,142.6,1912.495,382
2019,3,24,9,675.5,127.1,444.9,1158.728,374
2019,3,24,10,671.8,143.6,502.3,1193.847,353
2019,3,24,11,684,141.1,527,1215.737,334
2019,3,24,12,252.9,249.6,391.3,2428.498,325
2019,3,24,13,22.7,191.2,202.8,3514.336,267
2019,3,24,14,47.8,182.6,203.5,3130.872,268
2019,3,24,15,0,79.7,79.7,4363.926,319
2019,3,24,16,0,43.4,43.4,3646.396,330
2019,3,24,17,77.4,24.3,29.5,2052.095,364
2019,3,24,18,0,0,0,4145.896,410
2019,3,24,19,0,0,0,2463.117,422
2019,3,24,20,0,0,0,857.803,410
2019,3,24,21,0,0,0,1727.942,380
2019,3,24,22,0,0,0,3048.341,365
2019,3,24,23,0,0,0,2592.205,363
2019,3,25,0,0,0,0,2672.784,274
2019,3,25,1,0,0,0,2692.691,284
2019,3,25,2,0,0,0,2623.727,280
2019,3,25,3,0,0,0,1951.201,303
2019,3,25,4,0,0,0,1032.293,347
2019,3,25,5,0,0,0,304.364,398
2019,3,25,6,0,26.4,26.4,204.89,412
2019,3,25,7,0,65.8,65.8,98.421,434
2019,3,25,8,0.1,99.9,99.9,525.12,449
2019,3,25,9,0,127.9,127.9,701.712,438
2019,3,25,10,33.3,211.5,229.6,1619.006,430
2019,3,25,11,53,243.1,273.4,1328.605,426
2019,3,25,12,54.4,239.7,270,2448.521,418
2019,3,25,13,829,77,505.2,1850.53,415
2019,3,25,14,803.6,65.2,417.8,1669.393,411
2019,3,25,15,725.4,60.8,302.4,1833.121,411
2019,3,25,16,617.2,41.3,168.9,1649.963,413
2019,3,25,17,287.8,18.8,38.9,922.925,421
2019,3,25,18,0,0,0,864.61,436
2019,3,25,19,0,0,0,839.43,449
2019,3,25,20,0,0,0,942.303,437
2019,3,25,21,0,0,0,706.552,421
2019,3,25,22,0,0,0,1388.132,418
2019,3,25,23,0,0,0,3451.767,392
2019,3,26,0,0,0,0,2655.254,347
2019,3,26,1,0,0,0,3944.848,321
2019,3,26,2,0,0,0,3559.679,313
2019,3,26,3,0,0,0,3669.559,313
2019,3,26,4,0,0,0,3425.761,313
2019,3,26,5,21.1,1.1,1.2,3741.478,380
2019,3,26,6,382,37.7,89.5,2350.93,407
2019,3,26,7,588.7,62.7,221.6,1250.524,446
2019,3,26,8,757.1,71.3,365.1,2108.611,446
2019,3,26,9,820.8,77.7,473.6,3440.905,424
2019,3,26,10,19.8,195,205.5,3332.565,432
2019,3,26,11,876.9,79.1,583.1,2093.08,427
2019,3,26,12,687,128.3,517.9,1693.976,427
2019,3,26,13,25.3,195.1,208.2,1656.285,428
2019,3,26,14,21.1,159,168.4,4223.052,424
2019,3,26,15,240.3,142.4,223.6,4309.487,427
2019,3,26,16,64.9,86.6,100.4,2944.908,432
2019,3,26,17,4.8,22.4,22.7,1729.329,456
2019,3,26,18,0,0,0,1372.142,501
2019,3,26,19,0,0,0,274.087,503
2019,3,26,20,0,0,0,178.348,449
2019,3,26,21,0,0,0,454.181,437
2019,3,26,22,0,0,0,504.351,426
2019,3,26,23,0,0,0,866.36,401
2019,3,27,0,0,0,0,2220.757,382
2019,3,27,1,0,0,0,3034.226,363
2019,3,27,2,0,0,0,2373.892,357
2019,3,27,3,0,0,0,2907.335,348
2019,3,27,4,0,0,0,2187.452,356
2019,3,27,5,0,0.9,0.9,2444.03,394
2019,3,27,6,5.2,42.1,42.7,1093.797,423
2019,3,27,7,0,68.5,68.5,2184.17,465
2019,3,27,8,0.6,108,108.2,1827.548,479
2019,3,27,9,4.4,145.5,147.6,1081.035,458
2019,3,27,10,21,202.2,214,874.754,432
2019,3,27,11,1.2,161.9,162.6,1118.9,423
2019,3,27,12,677.3,137.2,523.5,926.606,417
2019,3,27,13,791.9,94.4,511.8,691.911,413
2019,3,27,14,789.8,77.9,432.4,525.418,404
2019,3,27,15,703.2,69.8,311.1,466.833,411
2019,3,27,16,599.1,47.7,177.6,321.173,408
2019,3,27,17,325.6,22.9,48.9,63.952,424
2019,3,27,18,0,0,0,286.514,442
2019,3,27,19,0,0,0,40.92,439
2019,3,27,20,0,0,0,0,428
2019,3,27,21,0,0,0,0,419
2019,3,27,22,0,0,0,0,406
2019,3,27,23,0,0,0,0,385
2019,3,28,0,0,0,0,0,341
2019,3,28,1,0,0,0,0,342
2019,3,28,2,0,0,0,0,339
2019,3,28,3,0,0,0,0,330
2019,3,28,4,0,0,0,122.146,345
2019,3,28,5,0,1.7,1.7,252.092,374
2019,3,28,6,56.9,55.7,63.9,288.462,393
2019,3,28,7,307.3,104.2,189.3,372.839,410
2019,3,28,8,508.1,122.6,324.9,490.956,418
2019,3,28,9,0,131.3,131.3,408.179,408
2019,3,28,10,0,150.5,150.5,591.043,404
2019,3,28,11,12.4,197.1,204.4,443.983,396
2019,3,28,12,13.1,192.8,200.1,179.9,395
2019,3,28,13,745,109.8,506.4,88.196,392
2019,3,28,14,519.9,140,376.2,286.727,390
2019,3,28,15,552.7,100.7,293,231.953,385
2019,3,28,16,447.9,68.3,167.6,178.436,385
2019,3,28,17,216.9,29.8,48.2,1410.091,384
2019,3,28,18,0,0,0,3407.915,387
2019,3,28,19,0,0,0,5633.103,378
2019,3,28,20,0,0,0,4136.674,361
2019,3,28,21,0,0,0,4996.156,341
2019,3,28,22,0,0,0,5621.104,303
2019,3,28,23,0,0,0,3107.874,285
2019,3,29,0,0,0,0,3194.787,50
2019,3,29,1,0,0,0,4026.468,30
2019,3,29,2,0,0,0,3859.467,42
2019,3,29,3,0,0,0,4074.642,45
2019,3,29,4,0,0,0,3411.193,182
2019,3,29,5,0,2.3,2.3,3531.827,346
2019,3,29,6,11.3,52.5,54.2,3752.292,367
2019,3,29,7,50.8,123.4,137.8,2382.086,388
2019,3,29,8,92.6,177.3,212.8,3385.473,390
2019,3,29,9,200.6,240.5,341.1,3053.724,382
2019,3,29,10,111.9,274.4,336.8,3811.401,373
2019,3,29,11,536.4,213.1,530.1,2384.654,353
2019,3,29,12,640.6,179.5,552.8,2960.916,344
2019,3,29,13,645.2,159.6,506.3,2281.092,336
2019,3,29,14,617.4,136.3,419.8,2379.618,331
2019,3,29,15,673.6,79.2,317,1861.063,338
2019,3,29,16,582.4,54.1,186.1,2365.913,346
2019,3,29,17,315.9,27.8,56.2,3338.54,357
2019,3,29,18,0,0,0,2468.867,390
2019,3,29,19,0,0,0,1998.332,380
2019,3,29,20,0,0,0,2822.098,354
2019,3,29,21,0,0,0,3791.184,346
2019,3,29,22,0,0,0,4584.465,318
2019,3,29,23,0,0,0,2941.534,274
2019,3,30,0,0,0,0,2595.866,340
2019,3,30,1,0,0,0,2451.484,323
2019,3,30,2,0,0,0,1650.289,305
2019,3,30,3,0,0,0,2136.008,328
2019,3,30,4,0,0,0,1619.045,363
2019,3,30,5,0,3.2,3.2,2169.256,343
2019,3,30,6,0,41.6,41.6,1538.998,334
2019,3,30,7,0,76.9,76.9,1197.536,345
2019,3,30,8,8.9,136.6,140.4,1708.052,363
2019,3,30,9,13.2,178.3,185,1269.922,344
2019,3,30,10,14.7,204.8,213.3,1331.101,328
2019,3,30,11,15.4,216.9,226.3,980.885,304
2019,3,30,12,0,156.6,156.6,1141.705,299
2019,3,30,13,225.7,266.4,388.6,1869.732,276
2019,3,30,14,26.8,187.2,199.7,2057.993,271
2019,3,30,15,84.3,169.9,200.2,3725.132,304
2019,3,30,16,6.3,73.5,75,5736.911,332
2019,3,30,17,12.1,33.5,34.5,3775.331,379
2019,3,30,18,0,0,0,4433.123,389
2019,3,30,19,0,0,0,5243.365,387
2019,3,30,20,0,0,0,5795.936,364
2019,3,30,21,0,0,0,5861.932,350
2019,3,30,22,0,0,0,5929.701,322
2019,3,30,23,0,0,0,5932.294,278
2019,3,31,0,0,0,0,5927.706,319
2019,3,31,1,0,0,0,5935.709,300
2019,3,31,2,0,0,0,5937.455,
2019,3,31,3,0,0,0,5936.205,260
2019,3,31,4,0,0,0,5927.484,233
2019,3,31,5,153.1,9.8,14.4,5909.018,259
2019,3,31,6,608.5,31.6,133.3,4967.436,280
2019,3,31,7,764.1,45.1,275.1,5438.329,325
2019,3,31,8,834.1,58.4,407.6,5644.667,344
2019,3,31,9,868.9,69,513.9,5433.015,341
2019,3,31,10,883.1,76.7,584.2,5079.409,327
2019,3,31,11,881,82.7,613.4,4841.008,327
2019,3,31,12,856,87.3,595,4806.858,310
2019,3,31,13,891.9,71,559.6,5211.553,284
2019,3,31,14,868.2,61.7,469.1,5465.07,196
2019,3,31,15,827.1,49,349.3,4771.009,73
2019,3,31,16,743.8,33.9,209.8,4141.133,119
2019,3,31,17,476.3,23.2,70.4,3414.91,278
2019,3,31,18,0,0,0,2033.588,360
2019,3,31,19,0,0,0,1053.312,395
2019,3,31,20,0,0,0,702.039,401
2019,3,31,21,0,0,0,546.328,395
2019,3,31,22,0,0,0,505.649,388
2019,3,31,23,0,0,0,660.796,381
2019,4,1,0,0,0,0,408.655,323
2019,4,1,1,0,0,0,153.574,311
2019,4,1,2,0,0,0,19.41,323
2019,4,1,3,0,0,0,0,331
2019,4,1,4,0,0,0,0,337
2019,4,1,5,204.6,11,18.3,8.129,391
2019,4,1,6,624.2,33.2,141.5,155.853,432
2019,4,1,7,767,47.7,283.1,279.393,465
2019,4,1,8,826.7,64.3,415.4,209.225,502
2019,4,1,9,862,76.5,522.9,94.833,460
2019,4,1,10,876.3,84.9,593.6,229.178,433
2019,4,1,11,879.7,89.7,624.4,305.816,417
2019,4,1,12,874.6,89.8,613.1,278.636,407
2019,4,1,13,860.5,84.5,560.1,284.909,405
2019,4,1,14,830.7,74.8,468.6,73.866,387
2019,4,1,15,727,76.5,343.9,0.871,384
2019,4,1,16,582.1,62.4,202.9,20.116,393
2019,4,1,17,296.5,36.3,67.1,74.931,399
2019,4,1,18,0,0,0,109.122,422
2019,4,1,19,0,0,0,764.37,430
2019,4,1,20,0,0,0,1275.551,426
2019,4,1,21,0,0,0,2013.597,410
2019,4,1,22,0,0,0,2852.446,372
2019,4,1,23,0,0,0,3256.666,330
2019,4,2,0,0,0,0,2420.531,303
2019,4,2,1,0,0,0,2865.329,280
2019,4,2,2,0,0,0,3761.618,264
2019,4,2,3,0,0,0,4391.558,265
2019,4,2,4,0,0,0,4149.238,290
2019,4,2,5,155.8,14.7,21.3,3372.183,361
2019,4,2,6,557.8,42.8,143,3130.815,412
2019,4,2,7,695.3,65.9,283.6,2452.67,439
2019,4,2,8,767.3,85.3,415.7,3814.256,438
2019,4,2,9,809.3,98.6,522.4,4023.066,421
2019,4,2,10,834.7,105.9,595,4990.253,410
2019,4,2,11,837,110.6,623.8,4419.793,402
2019,4,2,12,847.3,105.7,617.1,4403.441,398
2019,4,2,13,830.9,99.9,563.6,4804.887,389
2019,4,2,14,791.8,92.3,471.6,4932.987,364
2019,4,2,15,710.1,83.8,348.5,5385.821,361
2019,4,2,16,585.4,63.7,207.8,5266.414,362
2019,4,2,17,344.2,34.5,71.9,5431.096,382
2019,4,2,18,0,0,0,4554.261,406
2019,4,2,19,0,0,0,3901.089,411
2019,4,2,20,0,0,0,3922.213,401
2019,4,2,21,0,0,0,4305.237,378
2019,4,2,22,0,0,0,4110.37,326
2019,4,2,23,0,0,0,3456.828,288
2019,4,3,0,0,0,0,3701.312,333
2019,4,3,1,0,0,0,3624.865,328
2019,4,3,2,0,0,0,3876.773,324
2019,4,3,3,0,0,0,3329.517,325
2019,4,3,4,0,0,0,3164.616,340
2019,4,3,5,0,5.8,5.8,2906.568,375
2019,4,3,6,0,38.4,38.4,2900.427,429
2019,4,3,7,2.4,93.5,94.3,2182.994,467
2019,4,3,8,0,107.7,107.7,2283.217,505
2019,4,3,9,44.9,235.1,258.9,1824.762,485
2019,4,3,10,19.1,225.5,236.8,1065.731,481
2019,4,3,11,28.6,255.4,273.2,713.369,465
2019,4,3,12,25.1,245.5,260.8,1419.138,442
2019,4,3,13,27.5,230.7,246.2,751.54,435
2019,4,3,14,25.5,195.4,207.7,748.239,425
2019,4,3,15,6.4,121,123.4,1397.958,422
2019,4,3,16,0,62.4,62.4,1265.697,425
2019,4,3,17,11.3,40.7,41.9,3081.282,428
2019,4,3,18,0,0,0,2172.043,430
2019,4,3,19,0,0,0,2003.694,432
2019,4,3,20,0,0,0,3607.196,426
2019,4,3,21,0,0,0,4145.054,416
2019,4,3,22,0,0,0,4344.838,374
2019,4,3,23,0,0,0,4649.34,364
2019,4,4,0,0,0,0,4310.656,340
2019,4,4,1,0,0,0,3918.204,336
2019,4,4,2,0,0,0,4344.92,335
2019,4,4,3,0,0,0,3343.915,331
2019,4,4,4,0,0,0,3856.197,355
2019,4,4,5,0,10.9,10.9,3340.71,384
2019,4,4,6,0,46.6,46.6,3830.021,422
2019,4,4,7,12.6,114.8,118.9,2980.05,468
2019,4,4,8,451.7,175.8,375.7,2128.586,511
2019,4,4,9,499.5,204.3,471.7,3352.455,477
2019,4,4,10,581.1,207.1,553.9,2860.902,456
2019,4,4,11,598.8,210.3,583.8,2632.852,437
2019,4,4,12,596.8,206.1,572.5,2567.767,424
2019,4,4,13,571.8,196.1,520.8,2670.91,420
2019,4,4,14,518.3,178.1,431.5,1986.095,403
2019,4,4,15,458.5,142.8,318.1,2032.854,399
2019,4,4,16,333.6,103.5,188.9,2334.888,406
2019,4,4,17,146.9,50.3,67.6,2375.364,415
2019,4,4,18,0,0,0,2285.173,423
2019,4,4,19,0,0,0,3129.457,424
2019,4,4,20,0,0,0,3796.361,419
2019,4,4,21,0,0,0,3783.255,413
2019,4,4,22,0,0,0,4073.292,391
2019,4,4,23,0,0,0,3776.112,374
2019,4,5,0,0,0,0,3481.866,368
2019,4,5,1,0,0,0,3055.349,369
2019,4,5,2,0,0,0,3305.076,359
2019,4,5,3,0,0,0,1855.401,360
2019,4,5,4,0,0,0,1966.85,386
2019,4,5,5,47.2,23.8,26.6,4338.77,408
2019,4,5,6,259.7,83.1,134.5,3748.003,426
2019,4,5,7,417.2,127.6,265.7,3655.347,442
2019,4,5,8,505.5,161,387.5,3478.865,457
2019,4,5,9,573.2,182,491.8,4725.549,449
